"url","Name","Name_link","Country","Capacity","Status","Type","Owner","Operator","Connection"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Agesta","http://www.world-nuclear.org/reactor/default.aspx/AGESTA","Sweden","10 MWe","PERMANENT SHUTDOWN","Pressurized Heavy Water Reactor","Barsebäck Kraft AB","Barsebäck Kraft AB","1 May 1964"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Akademik Lomonosov 1","http://www.world-nuclear.org/reactor/default.aspx/AKADEMIK%20LOMONOSOV-1","Russia","32 MWe","UNDER CONSTRUCTION","Pressurised Water Reactor","Joint Stock Company 'Concern Rosenergoatom'","Joint Stock Company 'Concern Rosenergoatom'",""
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Akademik Lomonosov 2","http://www.world-nuclear.org/reactor/default.aspx/AKADEMIK%20LOMONOSOV-2","Russia","32 MWe","UNDER CONSTRUCTION","Pressurised Water Reactor","Joint Stock Company 'Concern Rosenergoatom'","Joint Stock Company 'Concern Rosenergoatom'",""
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Aktau","http://www.world-nuclear.org/reactor/default.aspx/AKTAU","Kazakhstan","52 MWe","PERMANENT SHUTDOWN","Fast Reactor","Joint Stock Company ""National Atomic Company Kazatomprom""","Mangishlak Atomic Energy Complex-Kazatomprom,Limited Liability Company","16 July 1973"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Almaraz 1","http://www.world-nuclear.org/reactor/default.aspx/ALMARAZ-1","Spain","1011 MWe","OPERABLE","Pressurised Water Reactor","Iberdrola, Endesa, Gas Natural","Centrales Nucleares Almaraz-Trillo(Id/Ufg/Endesa/Hc/Nuclenor )","1 May 1981"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Almaraz 2","http://www.world-nuclear.org/reactor/default.aspx/ALMARAZ-2","Spain","1006 MWe","OPERABLE","Pressurised Water Reactor","Iberdrola, Endesa, Gas Natural","Centrales Nucleares Almaraz-Trillo(Id/Ufg/Endesa/Hc/Nuclenor )","8 October 1983"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Angra 1","http://www.world-nuclear.org/reactor/default.aspx/ANGRA-1","Brazil","609 MWe","OPERABLE","Pressurised Water Reactor","Eletrobras Eletronuclear S.A.","Eletrobras Eletronuclear S.A.","1 April 1982"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Angra 2","http://www.world-nuclear.org/reactor/default.aspx/ANGRA-2","Brazil","1275 MWe","OPERABLE","Pressurised Water Reactor","Eletrobras Eletronuclear S.A.","Eletrobras Eletronuclear S.A.","21 July 2000"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Angra 3","http://www.world-nuclear.org/reactor/default.aspx/ANGRA-3","Brazil","1245 MWe","UNDER CONSTRUCTION","Pressurised Water Reactor","Eletrobras Eletronuclear S.A.","Eletrobras Eletronuclear S.A.",""
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Ano 1","http://www.world-nuclear.org/reactor/default.aspx/ANO-1","United States Of America","836 MWe","OPERABLE","Pressurised Water Reactor","Entergy Arkansas Inc.","Entergy Nuclear Operations, Inc.","17 August 1974"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Ano 2","http://www.world-nuclear.org/reactor/default.aspx/ANO-2","United States Of America","993 MWe","OPERABLE","Pressurised Water Reactor","Entergy Arkansas Inc.","Entergy Nuclear Operations, Inc.","26 December 1978"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Aps 1 Obninsk","http://www.world-nuclear.org/reactor/default.aspx/APS-1%20OBNINSK","Russia","5 MWe","PERMANENT SHUTDOWN","Light Water Graphite Reactor","Ministry Of Medium Machine Building Of The Ussr","Ministry Of Medium Machine Building Of The Ussr (Minsredmash)","27 June 1954"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Armenian 1","http://www.world-nuclear.org/reactor/default.aspx/ARMENIAN-1","Armenia","376 MWe","PERMANENT SHUTDOWN","Pressurised Water Reactor","Ministry Of Energy And Natural Resources Of Armenia","Closed Joint Stock Company Armenian Npp","22 December 1976"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Armenian 2","http://www.world-nuclear.org/reactor/default.aspx/ARMENIAN-2","Armenia","375 MWe","OPERABLE","Pressurised Water Reactor","Ministry Of Energy And Natural Resources Of Armenia","Closed Joint Stock Company Armenian Npp","5 January 1980"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Asco 1","http://www.world-nuclear.org/reactor/default.aspx/ASCO-1","Spain","995 MWe","OPERABLE","Pressurised Water Reactor","Endesa, S.A.","Asociacion Nuclear Asco-Vandellos A.I.E. (Endesa/Id)","13 August 1983"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Asco 2","http://www.world-nuclear.org/reactor/default.aspx/ASCO-2","Spain","997 MWe","OPERABLE","Pressurised Water Reactor","Endesa, Iberdrola","Asociacion Nuclear Asco-Vandellos A.I.E. (Endesa/Id)","23 October 1985"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Atucha 1","http://www.world-nuclear.org/reactor/default.aspx/ATUCHA-1","Argentina","340 MWe","OPERABLE","Pressurized Heavy Water Reactor","Nucleoelectrica Argentina S.A.","Nucleoelectrica Argentina S.A.","19 March 1974"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Atucha 2","http://www.world-nuclear.org/reactor/default.aspx/ATUCHA-2","Argentina","692 MWe","OPERABLE","Pressurized Heavy Water Reactor","Nucleoelectrica Argentina S.A.","Nucleoelectrica Argentina S.A.","27 June 2014"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Avr Juelich","http://www.world-nuclear.org/reactor/default.aspx/AVR%20JUELICH","Germany","13 MWe","PERMANENT SHUTDOWN","High Temperature Gas-Cooled Reactor","Arbeitsgemeinschaft Versuchsreaktor Gmbh","Arbeitsgemeinschaft Versuchsreaktor Gmbh","17 December 1967"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Balakovo 1","http://www.world-nuclear.org/reactor/default.aspx/BALAKOVO-1","Russia","950 MWe","OPERABLE","Pressurised Water Reactor","Joint Stock Company 'Concern Rosenergoatom'","Joint Stock Company 'Concern Rosenergoatom'","28 December 1985"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Balakovo 2","http://www.world-nuclear.org/reactor/default.aspx/BALAKOVO-2","Russia","950 MWe","OPERABLE","Pressurised Water Reactor","Joint Stock Company 'Concern Rosenergoatom'","Joint Stock Company 'Concern Rosenergoatom'","8 October 1987"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Balakovo 3","http://www.world-nuclear.org/reactor/default.aspx/BALAKOVO-3","Russia","950 MWe","OPERABLE","Pressurised Water Reactor","Joint Stock Company 'Concern Rosenergoatom'","Joint Stock Company 'Concern Rosenergoatom'","25 December 1988"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Balakovo 4","http://www.world-nuclear.org/reactor/default.aspx/BALAKOVO-4","Russia","950 MWe","OPERABLE","Pressurised Water Reactor","Joint Stock Company 'Concern Rosenergoatom'","Joint Stock Company 'Concern Rosenergoatom'","11 April 1993"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Baltic 1","http://www.world-nuclear.org/reactor/default.aspx/BALTIC-1","Russia","1109 MWe","UNDER CONSTRUCTION","Pressurised Water Reactor","Joint Stock Company 'Concern Rosenergoatom'","Joint Stock Company 'Concern Rosenergoatom'",""
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Barakah 1","http://www.world-nuclear.org/reactor/default.aspx/BARAKAH-1","United Arab Emirates","1345 MWe","UNDER CONSTRUCTION","Pressurised Water Reactor","Emirates Nuclear Energy Corporation","Emirates Nuclear Energy Corporation",""
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Barakah 2","http://www.world-nuclear.org/reactor/default.aspx/BARAKAH-2","United Arab Emirates","1345 MWe","UNDER CONSTRUCTION","Pressurised Water Reactor","Emirates Nuclear Energy Corporation","Emirates Nuclear Energy Corporation",""
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Barakah 3","http://www.world-nuclear.org/reactor/default.aspx/BARAKAH-3","United Arab Emirates","1345 MWe","UNDER CONSTRUCTION","Pressurised Water Reactor","Emirates Nuclear Energy Corporation","Emirates Nuclear Energy Corporation",""
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Barakah 4","http://www.world-nuclear.org/reactor/default.aspx/BARAKAH-4","United Arab Emirates","1345 MWe","UNDER CONSTRUCTION","Pressurised Water Reactor","Emirates Nuclear Energy Corporation","Emirates Nuclear Energy Corporation",""
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Barseback 1","http://www.world-nuclear.org/reactor/default.aspx/BARSEBACK-1","Sweden","600 MWe","PERMANENT SHUTDOWN","Boiling Water Reactor","Sydkraft Nuclear Power Ab","Barsebäck Kraft Ab","15 May 1975"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Barseback 2","http://www.world-nuclear.org/reactor/default.aspx/BARSEBACK-2","Sweden","600 MWe","PERMANENT SHUTDOWN","Boiling Water Reactor","Sydkraft Nuclear Power Ab","Barsebäck Kraft Ab","21 March 1977"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Beaver Valley 1","http://www.world-nuclear.org/reactor/default.aspx/BEAVER%20VALLEY-1","United States Of America","921 MWe","OPERABLE","Pressurised Water Reactor","PPL Susquehanna, LLC","First Energy Nuclear Operating Co.","14 June 1976"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Beaver Valley 2","http://www.world-nuclear.org/reactor/default.aspx/BEAVER%20VALLEY-2","United States Of America","904 MWe","OPERABLE","Pressurised Water Reactor","Ohio Edison Co.","First Energy Nuclear Operating Co.","17 August 1987"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Belleville 1","http://www.world-nuclear.org/reactor/default.aspx/BELLEVILLE-1","France","1310 MWe","OPERABLE","Pressurised Water Reactor","EDF","EDF","14 October 1987"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Belleville 2","http://www.world-nuclear.org/reactor/default.aspx/BELLEVILLE-2","France","1310 MWe","OPERABLE","Pressurised Water Reactor","EDF","EDF","6 July 1988"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Beloyarsk 1","http://www.world-nuclear.org/reactor/default.aspx/BELOYARSK-1","Russia","102 MWe","PERMANENT SHUTDOWN","Light Water Graphite Reactor","Ministry Of Medium Machine Building Of The Ussr","Joint Stock Company 'Concern Rosenergoatom'","26 April 1964"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Beloyarsk 2","http://www.world-nuclear.org/reactor/default.aspx/BELOYARSK-2","Russia","146 MWe","PERMANENT SHUTDOWN","Light Water Graphite Reactor","Ministry Of Medium Machine Building Of The Ussr","Joint Stock Company 'Concern Rosenergoatom'","29 December 1967"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Beloyarsk 3","http://www.world-nuclear.org/reactor/default.aspx/BELOYARSK-3","Russia","560 MWe","OPERABLE","Fast Reactor","Joint Stock Company 'Concern Rosenergoatom'","Joint Stock Company 'Concern Rosenergoatom'","8 April 1980"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Beloyarsk 4","http://www.world-nuclear.org/reactor/default.aspx/BELOYARSK-4","Russia","789 MWe","OPERABLE","Fast Reactor","Joint Stock Company 'Concern Rosenergoatom'","Joint Stock Company 'Concern Rosenergoatom'","10 December 2015"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Berkeley 1","http://www.world-nuclear.org/reactor/default.aspx/BERKELEY-1","United Kingdom","138 MWe","PERMANENT SHUTDOWN","Gas-Cooled Reactor","Nuclear Decommissioning Authority","Magnox Limited","12 June 1962"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Berkeley 2","http://www.world-nuclear.org/reactor/default.aspx/BERKELEY-2","United Kingdom","138 MWe","PERMANENT SHUTDOWN","Gas-Cooled Reactor","Nuclear Decommissioning Authority","Magnox Limited","24 June 1962"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Beznau 1","http://www.world-nuclear.org/reactor/default.aspx/BEZNAU-1","Switzerland","365 MWe","OPERABLE","Pressurised Water Reactor","Kernkraftwerk Beznau","Kernkraftwerk Beznau","17 July 1969"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Beznau 2","http://www.world-nuclear.org/reactor/default.aspx/BEZNAU-2","Switzerland","365 MWe","OPERABLE","Pressurised Water Reactor","Kernkraftwerk Beznau","Kernkraftwerk Beznau","23 October 1971"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Biblis A","http://www.world-nuclear.org/reactor/default.aspx/BIBLIS-A","Germany","1167 MWe","PERMANENT SHUTDOWN","Pressurised Water Reactor","RWE Power AG","RWE Power AG","25 August 1974"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Biblis B","http://www.world-nuclear.org/reactor/default.aspx/BIBLIS-B","Germany","1240 MWe","PERMANENT SHUTDOWN","Pressurised Water Reactor","RWE Power AG","RWE Power AG","25 April 1976"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Big Rock Point","http://www.world-nuclear.org/reactor/default.aspx/BIG%20ROCK%20POINT","United States Of America","67 MWe","PERMANENT SHUTDOWN","Boiling Water Reactor","Consumers Power Co.","Consumers Power Co.","8 December 1962"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Bilibino 1","http://www.world-nuclear.org/reactor/default.aspx/BILIBINO-1","Russia","11 MWe","OPERABLE","Light Water Graphite Reactor","Joint Stock Company 'Concern Rosenergoatom'","Joint Stock Company 'Concern Rosenergoatom'","12 January 1974"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Bilibino 2","http://www.world-nuclear.org/reactor/default.aspx/BILIBINO-2","Russia","11 MWe","OPERABLE","Light Water Graphite Reactor","Joint Stock Company 'Concern Rosenergoatom'","Joint Stock Company 'Concern Rosenergoatom'","30 December 1974"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Bilibino 3","http://www.world-nuclear.org/reactor/default.aspx/BILIBINO-3","Russia","11 MWe","OPERABLE","Light Water Graphite Reactor","Joint Stock Company 'Concern Rosenergoatom'","Joint Stock Company 'Concern Rosenergoatom'","22 December 1975"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Bilibino 4","http://www.world-nuclear.org/reactor/default.aspx/BILIBINO-4","Russia”,”11 MWe","OPERABLE","Light Water Graphite Reactor","Joint Stock Company 'Concern Rosenergoatom'","Joint Stock Company 'Concern Rosenergoatom'","27 December 1976"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Blayais 1","http://www.world-nuclear.org/reactor/default.aspx/BLAYAIS-1","France","910 MWe","OPERABLE","Pressurised Water Reactor","EDF","EDF","12 June 1981"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Blayais 2","http://www.world-nuclear.org/reactor/default.aspx/BLAYAIS-2","France","910 MWe","OPERABLE","Pressurised Water Reactor","EDF","EDF","17 July 1982"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Blayais 3","http://www.world-nuclear.org/reactor/default.aspx/BLAYAIS-3","France","910 MWe","OPERABLE","Pressurised Water Reactor","EDF","EDF","17 August 1983"
