"url","Name","Name_link","Country","Capacity","Status","Type","Owner","Operator","Connection"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Ikata 2","http://www.world-nuclear.org/reactor/default.aspx/IKATA-2","Japan","538 MWe","OPERABLE","Pressurised Water Reactor","Shikoku Electric Power Co.,Inc","Shikoku Electric Power Co.,Inc","19 August 1981"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Ikata 3","http://www.world-nuclear.org/reactor/default.aspx/IKATA-3","Japan","846 MWe","OPERABLE","Pressurised Water Reactor","Shikoku Electric Power Co.,Inc","Shikoku Electric Power Co.,Inc","29 March 1994"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Indian Point 1","http://www.world-nuclear.org/reactor/default.aspx/INDIAN%20POINT-1","United States Of America","257 MWe","PERMANENT SHUTDOWN","Pressurised Water Reactor","Entergy Nuclear Operations, Inc.","Entergy Nuclear Operations, Inc.","16 September 1962"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Indian Point 2","http://www.world-nuclear.org/reactor/default.aspx/INDIAN%20POINT-2","United States Of America","1020 MWe","OPERABLE","Pressurised Water Reactor","Entergy Nuclear Operations, Inc.","Entergy Nuclear Operations, Inc.","26 June 1973"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Indian Point 3","http://www.world-nuclear.org/reactor/default.aspx/INDIAN%20POINT-3","United States Of America","1040 MWe","OPERABLE","Pressurised Water Reactor","Entergy Nuclear Operations, Inc.","Entergy Nuclear Operations, Inc.","27 April 1976"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Isar 1","http://www.world-nuclear.org/reactor/default.aspx/ISAR-1","Germany","878 MWe","PERMANENT SHUTDOWN","Boiling Water Reactor","E.On Kernkraft Gmbh","E.On Kernkraft Gmbh","3 December 1977"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Isar 2","http://www.world-nuclear.org/reactor/default.aspx/ISAR-2","Germany","1410 MWe","OPERABLE","Pressurised Water Reactor","E.On Kernkraft Gmbh, Stadtwerke München","E.On Kernkraft Gmbh","22 January 1988"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Jose Cabrera 1","http://www.world-nuclear.org/reactor/default.aspx/JOSE%20CABRERA-1","Spain","141 MWe","PERMANENT SHUTDOWN","Pressurised Water Reactor","Union Fenosa Generation S.A.","Union Fenosa Generation S.A.","14 July 1968"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Jpdr","http://www.world-nuclear.org/reactor/default.aspx/JPDR","Japan","12 MWe","PERMANENT SHUTDOWN","Boiling Water Reactor","Japan Atomic Energy Agency","Japan Atomic Energy Agency","26 October 1963"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Kaiga 1","http://www.world-nuclear.org/reactor/default.aspx/KAIGA-1","India","202 MWe","OPERABLE","Pressurized Heavy Water Reactor","Nuclear Power Corporation Of India Ltd","Nuclear Power Corporation Of India Ltd","12 October 2000"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Kaiga 2","http://www.world-nuclear.org/reactor/default.aspx/KAIGA-2","India","202 MWe","OPERABLE","Pressurized Heavy Water Reactor","Nuclear Power Corporation Of India Ltd","Nuclear Power Corporation Of India Ltd","2 December 1999"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Kaiga 3","http://www.world-nuclear.org/reactor/default.aspx/KAIGA-3","India","202 MWe","OPERABLE","Pressurized Heavy Water Reactor","Nuclear Power Corporation Of India Ltd","Nuclear Power Corporation Of India Ltd","11 April 2007"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Kaiga 4","http://www.world-nuclear.org/reactor/default.aspx/KAIGA-4","India","202 MWe","OPERABLE","Pressurized Heavy Water Reactor","Nuclear Power Corporation Of India Ltd","Nuclear Power Corporation Of India Ltd","19 January 2011"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Kakrapar 1","http://www.world-nuclear.org/reactor/default.aspx/KAKRAPAR-1","India","202 MWe","OPERABLE","Pressurized Heavy Water Reactor","Nuclear Power Corporation Of India Ltd","Nuclear Power Corporation Of India Ltd","24 November 1992"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Kakrapar 2","http://www.world-nuclear.org/reactor/default.aspx/KAKRAPAR-2","India","202 MWe","OPERABLE","Pressurized Heavy Water Reactor","Nuclear Power Corporation Of India Ltd","Nuclear Power Corporation Of India Ltd","4 March 1995"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Kakrapar 3","http://www.world-nuclear.org/reactor/default.aspx/KAKRAPAR-3","India","630 MWe","UNDER CONSTRUCTION","Pressurized Heavy Water Reactor","Nuclear Power Corporation Of India Ltd","Nuclear Power Corporation Of India Ltd",""
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Kakrapar 4","http://www.world-nuclear.org/reactor/default.aspx/KAKRAPAR-4","India","630 MWe","UNDER CONSTRUCTION","Pressurized Heavy Water Reactor","Nuclear Power Corporation Of India Ltd","Nuclear Power Corporation Of India Ltd",""
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Kalinin 1","http://www.world-nuclear.org/reactor/default.aspx/KALININ-1","Russia","950 MWe","OPERABLE","Pressurised Water Reactor","Joint Stock Company 'Concern Rosenergoatom'","Joint Stock Company 'Concern Rosenergoatom'","9 May 1984"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Kalinin 2","http://www.world-nuclear.org/reactor/default.aspx/KALININ-2","Russia","950 MWe","OPERABLE","Pressurised Water Reactor","Joint Stock Company 'Concern Rosenergoatom'","Joint Stock Company 'Concern Rosenergoatom'","3 December 1986"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Kalinin 3","http://www.world-nuclear.org/reactor/default.aspx/KALININ-3","Russia","950 MWe","OPERABLE","Pressurised Water Reactor","Joint Stock Company 'Concern Rosenergoatom'","Joint Stock Company 'Concern Rosenergoatom'","16 December 2004"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Kalinin 4","http://www.world-nuclear.org/reactor/default.aspx/KALININ-4","Russia","950 MWe","OPERABLE","Pressurised Water Reactor","Joint Stock Company 'Concern Rosenergoatom'","Joint Stock Company 'Concern Rosenergoatom'","24 November 2011"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","KANUPP","http://www.world-nuclear.org/reactor/default.aspx/KANUPP","Pakistan","- MWe","false","Pressurized Heavy Water Reactor","","false","18 October 1971"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Karachi-2","http://www.world-nuclear.org/reactor/default.aspx/KANUPP-2","Pakistan","1014 MWe","UNDER CONSTRUCTION","Pressurised Water Reactor","Pakistan Atomic Energy Commission","Pakistan Atomic Energy Commission",""
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Karachi-3","http://www.world-nuclear.org/reactor/default.aspx/KANUPP-3","Pakistan","1014 MWe","UNDER CONSTRUCTION","Pressurised Water Reactor","Pakistan Atomic Energy Commission","Pakistan Atomic Energy Commission",""
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Kashiwazaki Kariwa 1","http://www.world-nuclear.org/reactor/default.aspx/KASHIWAZAKI%20KARIWA-1","Japan","1067 MWe","OPERABLE","Boiling Water Reactor","Tokyo Electric Power Company","Tokyo Electric Power Company","13 February 1985"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Kashiwazaki Kariwa 2","http://www.world-nuclear.org/reactor/default.aspx/KASHIWAZAKI%20KARIWA-2","Japan","1067 MWe","OPERABLE","Boiling Water Reactor","Tokyo Electric Power Company","Tokyo Electric Power Company","8 February 1990"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Kashiwazaki Kariwa 3","http://www.world-nuclear.org/reactor/default.aspx/KASHIWAZAKI%20KARIWA-3","Japan","1067 MWe","OPERABLE","Boiling Water Reactor","Tokyo Electric Power Company","Tokyo Electric Power Company","8 December 1992"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Kashiwazaki Kariwa 4","http://www.world-nuclear.org/reactor/default.aspx/KASHIWAZAKI%20KARIWA-4","Japan","1067 MWe","OPERABLE","Boiling Water Reactor","Tokyo Electric Power Company","Tokyo Electric Power Company","21 December 1993"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Kashiwazaki Kariwa 5","http://www.world-nuclear.org/reactor/default.aspx/KASHIWAZAKI%20KARIWA-5","Japan","1067 MWe","OPERABLE","Boiling Water Reactor","Tokyo Electric Power Company","Tokyo Electric Power Company","12 September 1989"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Kashiwazaki Kariwa 6","http://www.world-nuclear.org/reactor/default.aspx/KASHIWAZAKI%20KARIWA-6","Japan","1315 MWe","OPERABLE","Boiling Water Reactor","Tokyo Electric Power Company","Tokyo Electric Power Company","29 January 1996"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Kashiwazaki Kariwa 7","http://www.world-nuclear.org/reactor/default.aspx/KASHIWAZAKI%20KARIWA-7","Japan","1315 MWe","OPERABLE","Boiling Water Reactor","Tokyo Electric Power Company","Tokyo Electric Power Company","17 December 1996"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Kewaunee","http://www.world-nuclear.org/reactor/default.aspx/KEWAUNEE","United States Of America","566 MWe","PERMANENT SHUTDOWN","Pressurised Water Reactor","Dominion Generation","Dominion Generation","8 April 1974"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Khmelnitski 1","http://www.world-nuclear.org/reactor/default.aspx/KHMELNITSKI-1","Ukriane","950 MWe","OPERABLE","Pressurised Water Reactor","State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”","State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”","31 December 1987"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Khmelnitski 2","http://www.world-nuclear.org/reactor/default.aspx/KHMELNITSKI-2","Ukriane","950 MWe","OPERABLE","Pressurised Water Reactor","State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”","State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”","7 August 2004"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Khmelnitski 3","http://www.world-nuclear.org/reactor/default.aspx/KHMELNITSKI-3","Ukriane","950 MWe","UNDER CONSTRUCTION","Pressurised Water Reactor","Se “Nnegc “Energoatom”","State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”",""
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Khmelnitski 4","http://www.world-nuclear.org/reactor/default.aspx/KHMELNITSKI-4","Ukriane","950 MWe","UNDER CONSTRUCTION","Pressurised Water Reactor","Se “Nnegc “Energoatom”","State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”",""
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Knk Ii","http://www.world-nuclear.org/reactor/default.aspx/KNK%20II","Germany","17 MWe","PERMANENT SHUTDOWN","Fast Reactor","Karlsruher Institut Für Technologie (Kernforschungszentrum Karlsruhe -Kfk)","Kernkraftwerk-Betriebsgesellschaft Mbh","9 April 1978"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Koeberg 1","http://www.world-nuclear.org/reactor/default.aspx/KOEBERG-1","South Africa","930 MWe","OPERABLE","Pressurised Water Reactor","Eskom","Eskom","4 April 1984"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Koeberg 2","http://www.world-nuclear.org/reactor/default.aspx/KOEBERG-2","South Africa","930 MWe","OPERABLE","Pressurised Water Reactor","Eskom","Eskom","25 July 1985"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Kola 1","http://www.world-nuclear.org/reactor/default.aspx/KOLA-1","Russia","411 MWe","OPERABLE","Pressurised Water Reactor","Joint Stock Company 'Concern Rosenergoatom'","Joint Stock Company 'Concern Rosenergoatom'","29 June 1973"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Kola 2","http://www.world-nuclear.org/reactor/default.aspx/KOLA-2","Russia","411 MWe","OPERABLE","Pressurised Water Reactor","Joint Stock Company 'Concern Rosenergoatom'","Joint Stock Company 'Concern Rosenergoatom'","9 December 1974"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Kola 3","http://www.world-nuclear.org/reactor/default.aspx/KOLA-3","Russia","411 MWe","OPERABLE","Pressurised Water Reactor","Joint Stock Company 'Concern Rosenergoatom'","Joint Stock Company 'Concern Rosenergoatom'","24 March 1981"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Kola 4","http://www.world-nuclear.org/reactor/default.aspx/KOLA-4","Russia","411 MWe","OPERABLE","Pressurised Water Reactor","Joint Stock Company 'Concern Rosenergoatom'","Joint Stock Company 'Concern Rosenergoatom'","11 October 1984"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Kori 1","http://www.world-nuclear.org/reactor/default.aspx/KORI-1","South Korea","576 MWe","OPERABLE","Pressurised Water Reactor","Korea Hydro And Nuclear Power Co.","Korea Hydro And Nuclear Power Co.","26 June 1977"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Kori 2","http://www.world-nuclear.org/reactor/default.aspx/KORI-2","South Korea","640 MWe","OPERABLE","Pressurised Water Reactor","Korea Hydro And Nuclear Power Co.","Korea Hydro And Nuclear Power Co.","22 April 1983"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Kori 3","http://www.world-nuclear.org/reactor/default.aspx/KORI-3","South Korea","1011 MWe","OPERABLE","Pressurised Water Reactor","Korea Hydro And Nuclear Power Co.","Korea Hydro And Nuclear Power Co.","22 January 1985"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Kori 4","http://www.world-nuclear.org/reactor/default.aspx/KORI-4","South Korea","1012 MWe","OPERABLE","Pressurised Water Reactor","Korea Hydro And Nuclear Power Co.","Korea Hydro And Nuclear Power Co.","15 November 1985"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Kozloduy 1","http://www.world-nuclear.org/reactor/default.aspx/KOZLODUY-1","Bulgaria","408 MWe","PERMANENT SHUTDOWN","Pressurised Water Reactor","","Kozloduy NPP Plc","24 July 1974"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Kozloduy 2","http://www.world-nuclear.org/reactor/default.aspx/KOZLODUY-2","Bulgaria","408 MWe","PERMANENT SHUTDOWN","Pressurised Water Reactor","","Kozloduy NPP Plc","24 August 1975"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Kozloduy 3","http://www.world-nuclear.org/reactor/default.aspx/KOZLODUY-3","Bulgaria","408 MWe","PERMANENT SHUTDOWN","Pressurised Water Reactor","Bulgarian Energy Holding Company","Kozloduy NPP Plc","17 December 1980"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Kozloduy 4","http://www.world-nuclear.org/reactor/default.aspx/KOZLODUY-4","Bulgaria","408 MWe","PERMANENT SHUTDOWN","Pressurised Water Reactor","Bulgarian Energy Holding Company","Kozloduy NPP Plc","17 May 1982"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Kozloduy 5","http://www.world-nuclear.org/reactor/default.aspx/KOZLODUY-5","Bulgaria","963 MWe","OPERABLE","Pressurised Water Reactor","Bulgarian Energy Holding Company","Kozloduy NPP Plc","29 November 1987"
